n_nests,log_years_avail,entrance_size_cm,cavity_depth_cm,cavity_height_m,tree_diameter_cm,dist_forest_edge_m,tree_species,origin_species
2,1.0986122886681098,5.8,36,3.62,39.5,9,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6.3,35,3.2,33.1,0,TremblingAspen,NorthernFlicker
2,1.0986122886681098,6,37,1.46,22,0,TremblingAspen,NorthernFlicker
2,1.0986122886681098,7,38,4.2,28.3,0,TremblingAspen,NorthernFlicker
2,1.0986122886681098,7,80,2.12,26.7,8,TremblingAspen,NorthernFlicker
2,0.6931471805599453,2.5,12,4.46,16.5,15,TremblingAspen,RedBreastedNuthatch
2,0.6931471805599453,5,13.5,2.57,19.3,20,TremblingAspen,RedBreastedNuthatch
2,0.6931471805599453,6.5,28,3.84,53.5,11,TremblingAspen,NorthernFlicker
2,0.6931471805599453,8,38.5,5.8,27.4,8,TremblingAspen,NorthernFlicker
2,0.6931471805599453,5.1,19.5,1.77,33.2,0,TremblingAspen,HairyWoodpecker
2,0.6931471805599453,7,33.8,5.73,36.8,50,TremblingAspen,PileatedWoodpecker
2,0.6931471805599453,6.4,38,1.44,37.2,0,TremblingAspen,NorthernFlicker
2,0.6931471805599453,7.5,36,2.93,59.5,17,TremblingAspen,NorthernFlicker
2,0.6931471805599453,5.8,35,1.85,43.6,0,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.3,48,1.47,34.7,19,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6,37,2.69,29.9,7,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.2,35,5.24,31.5,8,TremblingAspen,NorthernFlicker
2,0.6931471805599453,7,32,4.6,30.6,2,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.1,43,2.57,43.9,11,TremblingAspen,NorthernFlicker
2,0.6931471805599453,7,33,4.36,35.7,5,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.9,37,4.8,29.9,20,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.2,42,1.1,32.8,13,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.2,42,2.56,33.1,0,TremblingAspen,NorthernFlicker
2,0.6931471805599453,5.8,35,3.17,24.8,0,TremblingAspen,NorthernFlicker
2,0.6931471805599453,6.3,38,3.72,41.4,40,TremblingAspen,NorthernFlicker
2,0.6931471805599453,5.9,29,3.51,25.5,27,TremblingAspen,NorthernFlicker
1,2.833213344056216,4,0,3.98,33.8,0,TremblingAspen,RedNapedSapsucker
1,2.772588722239781,4.5,6.5,2.87,17,120,TremblingAspen,NotExcavated
1,2.772588722239781,5,31,1.26,31.5,5,TremblingAspen,NorthernFlicker
1,2.70805020110221,3.7,7,3.57,25.7,3,TremblingAspen,RedNapedSapsucker
1,2.70805020110221,5.7,41,1.68,43.6,15,TremblingAspen,NorthernFlicker
1,2.6390573296152584,2,12,3.71,31.3,30,TremblingAspen,NotExcavated
1,2.4849066497880004,3.5,52,0.98,52.5,10,TremblingAspen,NorthernFlicker
1,2.4849066497880004,5,17.2,1.82,21.7,20,TremblingAspen,ThreeToedWoodpecker
1,2.4849066497880004,4.7,10,4.9,24.6,20,TremblingAspen,RedNapedSapsucker
1,2.4849066497880004,6.9,42,2.13,49.3,0,TremblingAspen,NorthernFlicker
1,2.4849066497880004,6.4,31,3.24,31.5,0,TremblingAspen,NorthernFlicker
1,2.3978952727983707,4,26,3.6,22.8,5,TremblingAspen,RedNapedSapsucker
1,2.3978952727983707,4,15,2.95,24.3,15,TremblingAspen,RedNapedSapsucker
1,2.3978952727983707,4.3,10,2.45,22.2,15,TremblingAspen,RedNapedSapsucker
1,2.3978952727983707,7.1,48,2.03,43.3,23,TremblingAspen,NorthernFlicker
1,2.3978952727983707,5.6,34,2.57,35,9,TremblingAspen,NorthernFlicker
1,2.302585092994046,7,5.4,2.85,44.8,4,DouglasFir,NorthernFlicker
1,2.302585092994046,6.5,38,1.8,21,13,TremblingAspen,NorthernFlicker
1,2.302585092994046,3.5,7,1.5,17.2,7,TremblingAspen,BlackCappedChickadee
1,2.302585092994046,7.2,111,2.72,29.3,40,TremblingAspen,NorthernFlicker
1,2.302585092994046,6.6,42,1.85,25.1,10,TremblingAspen,NorthernFlicker
1,2.302585092994046,6.4,45,2.21,20.7,10,TremblingAspen,NorthernFlicker
1,2.1972245773362196,5.4,8,3.63,24.6,62,LodgepolePine,HairyWoodpecker
1,2.1972245773362196,3.4,14,2.3,24.3,40,TremblingAspen,RedNapedSapsucker
1,2.1972245773362196,12.5,136,2.67,61,0,TremblingAspen,NotExcavated
1,2.1972245773362196,3.7,20,2.35,24.1,5,TremblingAspen,NorthernFlicker
1,2.1972245773362196,3.5,10.5,3.4,23,5,TremblingAspen,RedBreastedNuthatch
1,2.1972245773362196,6.3,35,5.25,53.8,17,TremblingAspen,NorthernFlicker
1,2.1972245773362196,6.3,48,2.69,36,9,TremblingAspen,NorthernFlicker
1,2.1972245773362196,6.8,26,2.06,23.9,10,TremblingAspen,NorthernFlicker
1,2.1972245773362196,6,33,2.84,38.5,19,TremblingAspen,NorthernFlicker
1,2.0794415416798357,4,23,1.4,28,20,TremblingAspen,RedNapedSapsucker
1,2.0794415416798357,2.8,11,5.58,14.8,26,TremblingAspen,RedBreastedNuthatch
1,2.0794415416798357,2.5,21.5,3.23,24.5,20,TremblingAspen,RedNapedSapsucker
1,2.0794415416798357,4.3,17.3,3.96,31.5,25,TremblingAspen,RedNapedSapsucker
1,2.0794415416798357,4,13.2,3.94,22.6,23,TremblingAspen,RedNapedSapsucker
1,2.0794415416798357,3.3,8.8,3.4,25.1,20,TremblingAspen,HairyWoodpecker
1,2.0794415416798357,7.5,16,2.8,38.3,21,TremblingAspen,NorthernFlicker
1,2.0794415416798357,5.7,39,2.69,52.2,4,TremblingAspen,NorthernFlicker
1,2.0794415416798357,6,34,2.42,30.9,6,TremblingAspen,NorthernFlicker
1,2.0794415416798357,5.1,42,5.05,45.2,10,TremblingAspen,NorthernFlicker
1,2.0794415416798357,5.7,38,4.11,36.3,15,TremblingAspen,NorthernFlicker
1,2.0794415416798357,5.9,34,4.55,31.8,30,TremblingAspen,NorthernFlicker
1,2.0794415416798357,7.1,40,1.85,27.4,3,TremblingAspen,NorthernFlicker
1,2.0794415416798357,8.5,49,3.51,24.5,15,TremblingAspen,NorthernFlicker
1,2.0794415416798357,6.6,40,3.33,36.3,0,TremblingAspen,NorthernFlicker
1,1.9459101490553132,3.5,19.1,5.98,25.2,15,TremblingAspen,BlackCappedChickadee
1,1.9459101490553132,4.2,15.5,4.2,23,75,TremblingAspen,RedNapedSapsucker
1,1.9459101490553132,4.2,10.5,4.6,27.8,5,TremblingAspen,RedBreastedNuthatch
1,1.9459101490553132,6.4,45,3.4,34.8,4,TremblingAspen,NorthernFlicker
1,1.9459101490553132,4.1,14.7,2.4,31.5,25,TremblingAspen,RedNapedSapsucker
1,1.9459101490553132,6,38,1.47,56.7,8,TremblingAspen,NorthernFlicker
1,1.9459101490553132,6.2,22,1.6,31.8,20,TremblingAspen,NorthernFlicker
1,1.9459101490553132,7,54,2.05,17.5,10,TremblingAspen,NorthernFlicker
1,1.9459101490553132,6.1,41,2.94,39.5,3,TremblingAspen,NorthernFlicker
1,1.9459101490553132,7.4,38,5.76,44.6,4,TremblingAspen,NorthernFlicker
1,1.9459101490553132,10.3,24,3.17,30.6,0,TremblingAspen,NorthernFlicker
1,1.9459101490553132,5.8,29,4.3,29,0,TremblingAspen,NorthernFlicker
1,1.9459101490553132,5.7,31,3.15,39.8,27,TremblingAspen,NorthernFlicker
1,1.9459101490553132,5.8,36,2.77,70.7,35,TremblingAspen,NorthernFlicker
1,1.791759469228055,3.5,13,5.55,24,0,TremblingAspen,RedNapedSapsucker
1,1.791759469228055,4.5,49,0.68,27,5,TremblingAspen,NorthernFlicker
1,1.791759469228055,4,22.3,4.18,27.1,0,TremblingAspen,ThreeToedWoodpecker
1,1.791759469228055,4.5,27,3.7,23.2,0,TremblingAspen,HairyWoodpecker
1,1.791759469228055,8.4,44,2.5,30.1,0,TremblingAspen,NorthernFlicker
1,1.791759469228055,3.3,24,3.05,21.7,25,TremblingAspen,RedNapedSapsucker
1,1.791759469228055,3.6,23,2.23,32.5,30,TremblingAspen,RedNapedSapsucker
1,1.791759469228055,4,15,1.4,23,450,TremblingAspen,RedNapedSapsucker
1,1.791759469228055,4,15.7,2.87,26.2,5,TremblingAspen,ThreeToedWoodpecker
1,1.791759469228055,4.2,22.5,2.5,18.5,0,TremblingAspen,ThreeToedWoodpecker
1,1.791759469228055,3.2,12.1,2.2,12.9,100,TremblingAspen,BlackCappedChickadee
1,1.791759469228055,3.5,19.4,3.72,26.5,70,TremblingAspen,RedNapedSapsucker
1,1.791759469228055,9,25,4.4,33.9,10,TremblingAspen,PileatedWoodpecker
1,1.791759469228055,3.4,21.5,4.7,29.3,0,TremblingAspen,RedNapedSapsucker
1,1.791759469228055,4.5,23,4.3,24,20,TremblingAspen,RedNapedSapsucker
1,1.791759469228055,6,30,2.82,52.2,0,DouglasFir,NorthernFlicker
1,1.791759469228055,4,25,2.1,26.8,150,TremblingAspen,ThreeToedWoodpecker
1,1.791759469228055,3.7,21,4.5,23,35,TremblingAspen,ThreeToedWoodpecker
1,1.791759469228055,6.2,24.1,3.52,24.7,20,TremblingAspen,HairyWoodpecker
1,1.791759469228055,3.5,5.5,1.56,21.1,25,TremblingAspen,HairyWoodpecker
1,1.791759469228055,4,24,3.96,27.9,15,TremblingAspen,RedNapedSapsucker
1,1.791759469228055,5,18,4.6,31.2,10,TremblingAspen,HairyWoodpecker
1,1.791759469228055,3,17,2.6,18.3,15,TremblingAspen,DownyWoodpecker
1,1.791759469228055,4.5,15,3.65,29.7,25,TremblingAspen,RedNapedSapsucker
1,1.791759469228055,5,17.5,4.95,35.8,0,TremblingAspen,RedNapedSapsucker
1,1.791759469228055,6.5,24,1.3,27.8,5,TremblingAspen,NorthernFlicker
1,1.791759469228055,5,38,1.71,39.2,0,LodgepolePine,NorthernFlicker
1,1.791759469228055,7.7,34,5.03,31.5,6,TremblingAspen,NorthernFlicker
1,1.791759469228055,6,27,1.23,62.1,0,LodgepolePine,NorthernFlicker
1,1.791759469228055,6.2,42,3.71,26.4,0,TremblingAspen,NorthernFlicker
1,1.791759469228055,7.5,35,2.26,42.3,10,TremblingAspen,NorthernFlicker
1,1.791759469228055,6.7,28,2.62,33.4,15,TremblingAspen,NorthernFlicker
1,1.791759469228055,5.6,40,3,33.4,15,TremblingAspen,NorthernFlicker
1,1.791759469228055,6.9,41,1.13,33.4,10,TremblingAspen,NorthernFlicker
1,1.791759469228055,7.2,39,3.24,25.5,64,TremblingAspen,NorthernFlicker
1,1.6094379124341003,4.5,24,6.8,33.3,0,TremblingAspen,HairyWoodpecker
1,1.6094379124341003,3.5,9.9,2.4,25,25,TremblingAspen,RedBreastedNuthatch
1,1.6094379124341003,3.7,18.5,1.85,23.6,0,TremblingAspen,ThreeToedWoodpecker
1,1.6094379124341003,4,10,5.2,27.6,0,TremblingAspen,RedNapedSapsucker
1,1.6094379124341003,4.2,18.5,3.85,20,0,TremblingAspen,ThreeToedWoodpecker
1,1.6094379124341003,3.8,18.5,4.1,22.5,80,TremblingAspen,ThreeToedWoodpecker
1,1.6094379124341003,4,24,5.33,27.6,180,TremblingAspen,HairyWoodpecker
1,1.6094379124341003,3.5,22,2.44,26.6,350,TremblingAspen,RedNapedSapsucker
1,1.6094379124341003,4.4,22.5,2.7,16.5,0,TremblingAspen,HairyWoodpecker
1,1.6094379124341003,7.5,12,1.7,50.9,4,TremblingAspen,NorthernFlicker
1,1.6094379124341003,5.7,18.5,3.5,51.2,0,TremblingAspen,NorthernFlicker
1,1.6094379124341003,4.5,23,2.45,51.2,0,TremblingAspen,NorthernFlicker
1,1.6094379124341003,4.3,15.8,2.45,24.8,20,TremblingAspen,HairyWoodpecker
1,1.6094379124341003,6,9,3.98,48,2,TremblingAspen,NorthernFlicker
1,1.6094379124341003,4.8,17.5,4.9,28.1,28,TremblingAspen,HairyWoodpecker
1,1.6094379124341003,4,7,2.52,31.2,40,TremblingAspen,RedNapedSapsucker
1,1.6094379124341003,4,15,2.65,20.7,200,TremblingAspen,ThreeToedWoodpecker
1,1.6094379124341003,3.4,18.5,4.52,29.8,15,TremblingAspen,RedNapedSapsucker
1,1.6094379124341003,12,48.3,1.3,16.1,5,TremblingAspen,NotExcavated
1,1.6094379124341003,6.9,43,2.15,34.4,10,TremblingAspen,NorthernFlicker
1,1.6094379124341003,6.6,44,4.39,31.2,15,TremblingAspen,NorthernFlicker
1,1.6094379124341003,6.5,49,1.68,21.6,8,TremblingAspen,NorthernFlicker
1,1.6094379124341003,5.6,50,0.68,26.7,9,TremblingAspen,NorthernFlicker
1,1.6094379124341003,6.4,29,2.87,52.8,58,DouglasFir,NorthernFlicker
1,1.6094379124341003,6.2,31,0.63,33.7,26,TremblingAspen,NorthernFlicker
1,1.6094379124341003,6.9,39,1.68,31.2,22,TremblingAspen,NorthernFlicker
1,1.6094379124341003,6.5,39,4.19,28.3,26,TremblingAspen,NorthernFlicker
1,1.6094379124341003,6.5,40,1.23,34.1,28,TremblingAspen,NorthernFlicker
1,1.3862943611198906,3.8,18,4.47,27,0,TremblingAspen,RedNapedSapsucker
1,1.3862943611198906,3.7,22,5.55,32.4,10,TremblingAspen,RedNapedSapsucker
1,1.3862943611198906,3.7,16,1.8,14.5,5,TremblingAspen,BlackCappedChickadee
1,1.3862943611198906,3,15,0.5,20.9,0,TremblingAspen,BlackCappedChickadee
1,1.3862943611198906,4.8,22,5.21,17.5,50,TremblingAspen,ThreeToedWoodpecker
1,1.3862943611198906,4.1,19.6,4.87,31.1,100,TremblingAspen,RedNapedSapsucker
1,1.3862943611198906,4.5,20,3.13,23.3,220,TremblingAspen,ThreeToedWoodpecker
1,1.3862943611198906,3,17.5,3.65,18.1,20,TremblingAspen,DownyWoodpecker
1,1.3862943611198906,4.6,13.8,1.95,15.2,15,TremblingAspen,BlackCappedChickadee
1,1.3862943611198906,3.8,31,4.6,26.5,0,TremblingAspen,RedNapedSapsucker
1,1.3862943611198906,4,18.6,2.5,23.5,375,TremblingAspen,RedNapedSapsucker
1,1.3862943611198906,2.4,13.5,1.91,12,10,TremblingAspen,BlackCappedChickadee
1,1.3862943611198906,4,24,4.33,18.8,0,DouglasFir,ThreeToedWoodpecker
1,1.3862943611198906,5.8,29,1.4,30.5,0,TremblingAspen,NorthernFlicker
1,1.3862943611198906,3,11.2,4.1,26.8,40,TremblingAspen,RedNapedSapsucker
1,1.3862943611198906,5.5,41,1.75,29.9,0,TremblingAspen,NorthernFlicker
1,1.3862943611198906,2.1,13.5,2.05,29,125,TremblingAspen,RedBreastedNuthatch
1,1.3862943611198906,4,20,4.93,35.5,10,TremblingAspen,RedNapedSapsucker
1,1.3862943611198906,4.5,12,4.75,21.4,50,TremblingAspen,RedNapedSapsucker
1,1.3862943611198906,2.5,14.5,4.51,15.3,11,TremblingAspen,RedBreastedNuthatch
1,1.3862943611198906,7.3,38,2.12,21,13,TremblingAspen,NorthernFlicker
1,1.3862943611198906,7.8,32,3.47,26.4,60,TremblingAspen,NorthernFlicker
1,1.3862943611198906,5.5,38,4.3,38.2,17,TremblingAspen,NorthernFlicker
1,1.3862943611198906,8.1,23,2.51,38.8,0,LodgepolePine,NorthernFlicker
1,1.3862943611198906,10.5,53,6.13,57,20,TremblingAspen,NorthernFlicker
1,1.3862943611198906,7,40,5.7,45.5,11,TremblingAspen,NorthernFlicker
1,1.3862943611198906,5.3,43,3.04,26.1,0,TremblingAspen,NorthernFlicker
1,1.3862943611198906,7.3,40,2.84,40.7,15,TremblingAspen,NorthernFlicker
1,1.3862943611198906,6,31,1.74,35,10,TremblingAspen,NorthernFlicker
1,1.3862943611198906,8,42,4.69,33.1,34,TremblingAspen,NorthernFlicker
1,1.3862943611198906,6.2,39,1.86,32.8,0,TremblingAspen,NorthernFlicker
1,1.3862943611198906,6,36,0.96,30.9,32,TremblingAspen,NorthernFlicker
1,1.3862943611198906,7.1,27,4.47,39.8,2,TremblingAspen,NorthernFlicker
1,1.3862943611198906,6,51,3.73,40.1,14,TremblingAspen,NorthernFlicker
1,1.3862943611198906,6.7,29,1.42,45.8,23,TremblingAspen,NorthernFlicker
1,1.0986122886681098,4.5,19,2.75,21.7,0,TremblingAspen,ThreeToedWoodpecker
1,1.0986122886681098,3.8,18,3.39,30.7,12,TremblingAspen,RedNapedSapsucker
1,1.0986122886681098,4.5,19.9,4.69,44.8,3,TremblingAspen,RedNapedSapsucker
1,1.0986122886681098,4,17,3.48,18.1,20,TremblingAspen,RedBreastedNuthatch
1,1.0986122886681098,3.5,28,4.93,23.4,50,TremblingAspen,RedNapedSapsucker
1,1.0986122886681098,3.8,16.5,3.17,24.5,15,TremblingAspen,BlackCappedChickadee
1,1.0986122886681098,4.2,21,4.8,37,15,TremblingAspen,RedNapedSapsucker
1,1.0986122886681098,3,13,2.5,15.1,20,TremblingAspen,RedBreastedNuthatch
1,1.0986122886681098,3.8,19,5.8,20.9,75,TremblingAspen,ThreeToedWoodpecker
1,1.0986122886681098,3.6,18.5,4,14.9,200,TremblingAspen,ThreeToedWoodpecker
1,1.0986122886681098,5,14.5,2.55,30.4,20,TremblingAspen,HairyWoodpecker
1,1.0986122886681098,4,10,3.5,20.2,45,TremblingAspen,ThreeToedWoodpecker
1,1.0986122886681098,2.9,21.5,3.05,22.7,30,TremblingAspen,DownyWoodpecker
1,1.0986122886681098,4,20,2.57,37.5,4,TremblingAspen,RedNapedSapsucker
1,1.0986122886681098,3.2,17,2.4,18.2,15,TremblingAspen,DownyWoodpecker
1,1.0986122886681098,7,33.5,4.38,30.1,0,TremblingAspen,NorthernFlicker
1,1.0986122886681098,4.4,19.9,4.15,27.1,30,TremblingAspen,RedNapedSapsucker
1,1.0986122886681098,4,19.5,4.67,31.5,0,TremblingAspen,ThreeToedWoodpecker
1,1.0986122886681098,3.5,15.5,3.39,27.5,300,TremblingAspen,RedNapedSapsucker
1,1.0986122886681098,6.3,30,3.97,52.2,4,TremblingAspen,NorthernFlicker
1,1.0986122886681098,3,2,1.15,16.9,80,TremblingAspen,NotExcavated
1,1.0986122886681098,7,38,3.78,43.6,12,TremblingAspen,NorthernFlicker
1,1.0986122886681098,6.3,34,1.68,28,29,TremblingAspen,NorthernFlicker
1,1.0986122886681098,5.4,43,3.55,31.2,12,TremblingAspen,NorthernFlicker
1,1.0986122886681098,8.8,36,3.76,38.2,0,TremblingAspen,NorthernFlicker
1,1.0986122886681098,8.2,43,1.64,36.9,7,TremblingAspen,NorthernFlicker
1,1.0986122886681098,6.5,32,2.04,21,0,TremblingAspen,NorthernFlicker
1,1.0986122886681098,6.5,28,2.2,36,21,TremblingAspen,NorthernFlicker
1,1.0986122886681098,9.8,47,2.68,25.8,8,TremblingAspen,NorthernFlicker
1,1.0986122886681098,6.2,42,1.52,35.3,7,TremblingAspen,NorthernFlicker
1,1.0986122886681098,5.8,57,4.45,28.6,45,TremblingAspen,NorthernFlicker
1,1.0986122886681098,6.1,48,2.54,26.7,19,TremblingAspen,NorthernFlicker
1,1.0986122886681098,5.6,29,2.28,34.4,13,TremblingAspen,NorthernFlicker
1,1.0986122886681098,6,28,4.14,37.6,0,LodgepolePine,NorthernFlicker
1,1.0986122886681098,6.8,35,3.84,24.2,22,TremblingAspen,NorthernFlicker
1,1.0986122886681098,6.2,35,3.67,28.6,0,TremblingAspen,NorthernFlicker
1,1.0986122886681098,6.1,39,5.25,33.4,15,TremblingAspen,NorthernFlicker
1,1.0986122886681098,5.7,39,3.86,27.7,29,TremblingAspen,NorthernFlicker
1,1.0986122886681098,5.5,56,3.97,27.4,54,TremblingAspen,NorthernFlicker
1,1.0986122886681098,6.5,37,1.18,29.3,19,TremblingAspen,NorthernFlicker
1,0.6931471805599453,8,38,3.14,41.5,0,TremblingAspen,NorthernFlicker
1,0.6931471805599453,3.7,18,7,28.5,0,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,4.6,7.3,2.82,14.2,350,TremblingAspen,RedBreastedNuthatch
1,0.6931471805599453,4,9.8,3.39,23.3,20,TremblingAspen,DownyWoodpecker
1,0.6931471805599453,4,15,3.7,28.1,40,TremblingAspen,RedBreastedNuthatch
1,0.6931471805599453,4.2,10,5.4,22.7,70,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,4,23,5.9,33.1,2,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,4.5,24,5.2,34.5,10,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,5,17,4.2,44.8,3,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,5.5,12,3.54,30.6,5,TremblingAspen,NorthernFlicker
1,0.6931471805599453,6.5,36,4.55,33.8,30,TremblingAspen,NorthernFlicker
1,0.6931471805599453,5,21,4.84,35.7,10,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,2.2,11.5,4.76,29.1,15,TremblingAspen,RedBreastedNuthatch
1,0.6931471805599453,4.5,13,2.3,29.8,0,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,5,29,5,20.5,0,TremblingAspen,HairyWoodpecker
1,0.6931471805599453,3.5,17,3.62,24.4,0,TremblingAspen,DownyWoodpecker
1,0.6931471805599453,4,20,3.2,23.5,0,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,7,21,1.9,24.4,0,TremblingAspen,NorthernFlicker
1,0.6931471805599453,4.2,10,3.5,30.2,0,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,3.2,14,3.2,28.8,120,TremblingAspen,DownyWoodpecker
1,0.6931471805599453,4.5,23,4.75,24,0,TremblingAspen,ThreeToedWoodpecker
1,0.6931471805599453,2.3,12,2.55,35.5,40,TremblingAspen,RedBreastedNuthatch
1,0.6931471805599453,3.8,15,5.2,21.9,50,TremblingAspen,ThreeToedWoodpecker
1,0.6931471805599453,3.1,18,3,23.9,25,TremblingAspen,DownyWoodpecker
1,0.6931471805599453,3.7,21,3.4,37.5,5,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,5.5,40,3,32.2,5,TremblingAspen,NorthernFlicker
1,0.6931471805599453,5,13.8,6.1,34.6,60,TremblingAspen,RedBreastedNuthatch
1,0.6931471805599453,3.5,15,2.75,29.5,7,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,4.4,17,6,27.4,75,TremblingAspen,ThreeToedWoodpecker
1,0.6931471805599453,3.8,16.5,6.5,29.3,0,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,2.3,10.6,4.16,77.1,10,DouglasFir,RedBreastedNuthatch
1,0.6931471805599453,3.7,22,5.82,24.7,10,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,2.4,9.6,3.3,24.2,65,TremblingAspen,RedBreastedNuthatch
1,0.6931471805599453,7.3,28,4.4,58.9,0,DouglasFir,NorthernFlicker
1,0.6931471805599453,3.5,12.2,2.66,16.2,0,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,4,22.1,3.78,22.3,100,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,4.2,15,3.89,24.5,0,TremblingAspen,ThreeToedWoodpecker
1,0.6931471805599453,2,16,0.22,7.7,5,TremblingAspen,BlackCappedChickadee
1,0.6931471805599453,5.6,36,2.85,63.5,8,TremblingAspen,NorthernFlicker
1,0.6931471805599453,4,21.8,4.22,22.8,80,DouglasFir,ThreeToedWoodpecker
1,0.6931471805599453,4.5,11.5,5.12,42,5,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,6,40.1,2.16,25.8,12,TremblingAspen,NotExcavated
1,0.6931471805599453,8.5,35,2.51,38.1,10,TremblingAspen,NorthernFlicker
1,0.6931471805599453,4,13.5,4.4,28,0,TremblingAspen,RedNapedSapsucker
1,0.6931471805599453,2,9,3.94,38,5,TremblingAspen,RedBreastedNuthatch
1,0.6931471805599453,6.5,48,1.75,31.2,12,TremblingAspen,NorthernFlicker
1,0.6931471805599453,6.5,34,3.56,26.4,25,TremblingAspen,NorthernFlicker
1,0.6931471805599453,6.1,40,2.88,33.7,19,TremblingAspen,NorthernFlicker
1,0.6931471805599453,6.5,34,3.01,28.3,10,TremblingAspen,NorthernFlicker
1,0.6931471805599453,7,48,1.96,43.6,12,TremblingAspen,NorthernFlicker
1,0.6931471805599453,6.8,37,4.62,38.2,19,TremblingAspen,NorthernFlicker
1,0.6931471805599453,7.8,37,3.86,41.1,12,TremblingAspen,NorthernFlicker
1,0.6931471805599453,6.4,38,4.02,43.3,12,TremblingAspen,NorthernFlicker
1,0.6931471805599453,6.2,26,1.5,31.8,11,TremblingAspen,NorthernFlicker
1,0.6931471805599453,6.1,50,4.59,22,16,TremblingAspen,NorthernFlicker
1,0.6931471805599453,5.8,34,4.2,55.7,11,TremblingAspen,NorthernFlicker
1,0.6931471805599453,6.5,37,3.26,43.9,7,LodgepolePine,NorthernFlicker
1,0.6931471805599453,7.1,30,3.17,30.9,0,TremblingAspen,NorthernFlicker
1,0.6931471805599453,6,32,3.45,34.4,0,TremblingAspen,NorthernFlicker
1,0.6931471805599453,8.7,36,2.9,53.2,31,TremblingAspen,NorthernFlicker
1,0.6931471805599453,6.4,31,3.42,37.9,14,TremblingAspen,NorthernFlicker
1,0.6931471805599453,7,48,5.44,33.4,18,TremblingAspen,NorthernFlicker
1,0.6931471805599453,5.2,50,2.45,45.2,9,TremblingAspen,NorthernFlicker
1,0.6931471805599453,6,31,2.1,23.9,24,TremblingAspen,NorthernFlicker
1,0.6931471805599453,7.2,40,2.2,37.2,21,TremblingAspen,NorthernFlicker
1,0.6931471805599453,6.7,33,4,47.4,6,TremblingAspen,NorthernFlicker
1,0.6931471805599453,5.9,39,3.26,32.1,35,TremblingAspen,NorthernFlicker
1,0.6931471805599453,5.9,38,3.09,43.3,13,TremblingAspen,NorthernFlicker
1,0.6931471805599453,6.1,34,3.25,27.7,30,TremblingAspen,NorthernFlicker
1,0.6931471805599453,5.7,44,2.8,45.8,3,LodgepolePine,NorthernFlicker
1,0.6931471805599453,5.7,31,2.86,39.8,15,TremblingAspen,NorthernFlicker
1,0.6931471805599453,7.1,52,1.91,34.7,10,TremblingAspen,NorthernFlicker
1,0.6931471805599453,7,34,3.06,32.5,71,TremblingAspen,NorthernFlicker
1,0.6931471805599453,5.6,33,4.39,32.8,9,TremblingAspen,NorthernFlicker
1,0.6931471805599453,8,42,1.03,36.6,0,TremblingAspen,NorthernFlicker
